UID,Name,Allele0,Allele1,isSecret,baseChance,conditions
extrabees.species.barren,Barren,extrabees.species.arid,forestry.speciesCommon,false,8.0,
extrabees.species.desolate,Desolate,extrabees.species.arid,extrabees.species.barren,false,8.0,
extrabees.species.gnawing,Gnawing,extrabees.species.barren,forestry.speciesForest,false,15.0,
extrabees.species.rotten,Decaying,extrabees.species.desolate,forestry.speciesModest,false,15.0,
extrabees.species.bone,Skeletal,extrabees.species.desolate,forestry.speciesFrugal,false,15.0,
extrabees.species.creeper,Creepy,extrabees.species.desolate,forestry.speciesAustere,false,15.0,
extrabees.species.decomposing,Decomposing,extrabees.species.gnawing,forestry.speciesCommon,false,15.0,
extrabees.species.stone,Tolerant,extrabees.species.rock,forestry.speciesDiligent,false,15.0,
extrabees.species.granite,Robust,extrabees.species.rock,extrabees.species.stone,false,15.0,
extrabees.species.mineral,Resilient,forestry.speciesImperial,extrabees.species.granite,false,15.0,
extrabees.species.iron,Rusty,extrabees.species.mineral,forestry.speciesMeadows,false,5.0,
extrabees.species.copper,Corroded,extrabees.species.mineral,forestry.speciesForest,false,5.0,
extrabees.species.tin,Tarnished,extrabees.species.mineral,forestry.speciesMarshy,false,5.0,
extrabees.species.lead,Leaden,extrabees.species.mineral,forestry.speciesUnweary,false,5.0,
extrabees.species.zinc,Galvanized,extrabees.species.tin,forestry.speciesCultivated,false,10.0,
extrabees.species.nickel,Lustered,extrabees.species.mineral,forestry.speciesUnweary,false,10.0,
extrabees.species.silver,Shining,extrabees.species.iron,forestry.speciesImperial,false,2.0,
extrabees.species.gold,Glittering,extrabees.species.copper,forestry.speciesImperial,false,2.0,
extrabees.species.platinum,Valuable,extrabees.species.gold,extrabees.species.silver,false,2.0,
extrabees.species.lapis,Lapis,extrabees.species.mineral,extrabees.species.water,false,5.0,
extrabees.species.emerald,Emerald,extrabees.species.lapis,forestry.speciesNoble,false,5.0,
extrabees.species.ruby,Ruby,extrabees.species.emerald,forestry.speciesAustere,false,5.0,
extrabees.species.sapphire,Sapphire,extrabees.species.emerald,extrabees.species.ocean,false,5.0,
extrabees.species.diamond,Diamond,extrabees.species.lapis,forestry.speciesImperial,false,5.0,
extrabees.species.unstable,Unstable,forestry.speciesAustere,extrabees.species.rock,false,5.0,
extrabees.species.nuclear,Nuclear,extrabees.species.unstable,extrabees.species.iron,false,5.0,
extrabees.species.radioactive,Radioactive,extrabees.species.nuclear,extrabees.species.gold,false,5.0,
extrabees.species.yellorium,Yellorium,extrabees.species.nuclear,extrabees.species.gold,false,5.0,
extrabees.species.cyanite,Cyanite,extrabees.species.nuclear,extrabees.species.yellorium,false,5.0,
extrabees.species.blutonium,Blutonium,extrabees.species.yellorium,extrabees.species.cyanite,false,5.0,
extrabees.species.ancient,Ancient,forestry.speciesNoble,forestry.speciesDiligent,false,10.0,
extrabees.species.primeval,Primeval,extrabees.species.ancient,forestry.speciesNoble,false,8.0,
extrabees.species.prehistoric,Prehistoric,extrabees.species.primeval,forestry.speciesMajestic,false,8.0,
extrabees.species.relic,Relic,extrabees.species.prehistoric,forestry.speciesImperial,false,8.0,
extrabees.species.coal,Fossilised,extrabees.species.primeval,extrabees.species.growing,false,8.0,
extrabees.species.resin,Resinous,extrabees.species.primeval,extrabees.species.fungal,false,8.0,
extrabees.species.oil,Oily,extrabees.species.primeval,extrabees.species.ocean,false,8.0,
extrabees.species.distilled,Distilled,extrabees.species.oil,forestry.speciesIndustrious,false,8.0,
extrabees.species.fuel,Refined,extrabees.species.oil,extrabees.species.distilled,false,8.0,
extrabees.species.creosote,Tarry,extrabees.species.fuel,extrabees.species.coal,false,8.0,
extrabees.species.latex,Elastic,extrabees.species.fuel,extrabees.species.resin,false,8.0,
extrabees.species.river,River,extrabees.species.water,forestry.speciesCommon,false,10.0,
extrabees.species.ocean,Ocean,extrabees.species.water,forestry.speciesDiligent,false,10.0,Hive needs to be in Ocean
extrabees.species.ink,Stained,extrabees.species.black,extrabees.species.ocean,false,8.0,
extrabees.species.growing,Growing,forestry.speciesDiligent,forestry.speciesForest,false,10.0,
extrabees.species.thriving,Thriving,extrabees.species.growing,forestry.speciesRural,false,10.0,
extrabees.species.blooming,Blooming,extrabees.species.thriving,extrabees.species.growing,false,8.0,
extrabees.species.sweet,Sweetened,forestry.speciesValiant,forestry.speciesDiligent,false,15.0,
extrabees.species.sugar,Sugary,extrabees.species.sweet,forestry.speciesDiligent,false,15.0,
extrabees.species.ripening,Ripening,extrabees.species.sugar,forestry.speciesForest,false,5.0,
extrabees.species.fruit,Fruity,extrabees.species.ripening,forestry.speciesRural,false,5.0,
extrabees.species.alcohol,Fermented,extrabees.species.fruit,forestry.speciesRural,false,10.0,
extrabees.species.farm,Farmed,forestry.speciesCultivated,forestry.speciesRural,false,10.0,
extrabees.species.milk,Bovine,forestry.speciesRural,extrabees.species.water,false,10.0,
extrabees.species.coffee,Caffeinated,forestry.speciesTropical,forestry.speciesRural,false,10.0,
extrabees.species.swamp,Damp,forestry.speciesCommon,forestry.speciesMarshy,false,10.0,
extrabees.species.boggy,Boggy,extrabees.species.swamp,forestry.speciesMarshy,false,8.0,
extrabees.species.fungal,Fungal,extrabees.species.boggy,extrabees.species.swamp,false,8.0,
forestry.speciesCommon,Common,extrabees.species.water,forestry.speciesForest,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,forestry.speciesModest,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,extrabees.species.rock,false,15.0,
forestry.speciesCommon,Common,extrabees.species.water,extrabees.species.basalt,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,forestry.speciesForest,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,forestry.speciesModest,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,Common,extrabees.species.rock,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,Cultivated,extrabees.species.water,forestry.speciesCommon,false,12.0,
forestry.speciesCultivated,Cultivated,extrabees.species.rock,forestry.speciesCommon,false,12.0,
extrabees.species.tempered,Furious,extrabees.species.basalt,forestry.speciesSinister,false,10.0,
extrabees.species.volcanic,Volcanic,extrabees.species.basalt,extrabees.species.tempered,false,6.0,
extrabees.species.malicious,Malicious,forestry.speciesSinister,forestry.speciesTropical,false,10.0,
extrabees.species.infectious,Infectious,extrabees.species.malicious,forestry.speciesTropical,false,8.0,
extrabees.species.virulent,Virulent,extrabees.species.malicious,extrabees.species.infectious,false,8.0,
extrabees.species.viscous,Viscous,extrabees.species.water,forestry.speciesExotic,false,10.0,
extrabees.species.glutinous,Glutinous,extrabees.species.viscous,forestry.speciesExotic,false,8.0,
extrabees.species.sticky,Sticky,extrabees.species.viscous,extrabees.species.glutinous,false,8.0,
extrabees.species.corrosive,Corrosive,extrabees.species.virulent,extrabees.species.sticky,false,10.0,
extrabees.species.caustic,Caustic,extrabees.species.corrosive,forestry.speciesFiendish,false,8.0,
extrabees.species.acidic,Acidic,extrabees.species.corrosive,extrabees.species.caustic,false,4.0,
extrabees.species.excited,Excited,forestry.speciesCultivated,forestry.speciesValiant,false,10.0,
extrabees.species.energetic,Energetic,extrabees.species.excited,forestry.speciesValiant,false,8.0,
extrabees.species.artic,Frigid,forestry.speciesWintry,forestry.speciesDiligent,false,10.0,
extrabees.species.freezing,Absolute,extrabees.species.ocean,extrabees.species.artic,false,10.0,
extrabees.species.shadow,Shadowed,extrabees.species.stone,forestry.speciesSinister,false,10.0,
extrabees.species.darkened,Darkened,extrabees.species.shadow,extrabees.species.basalt,false,8.0,
extrabees.species.abyss,Abyssal,extrabees.species.shadow,extrabees.species.darkened,false,8.0,
extrabees.species.red,Maroon,forestry.speciesForest,forestry.speciesValiant,false,5.0,
extrabees.species.yellow,Saffron,forestry.speciesMeadows,forestry.speciesValiant,false,5.0,
extrabees.species.blue,Prussian,extrabees.species.water,forestry.speciesValiant,false,5.0,
extrabees.species.green,Natural,forestry.speciesTropical,forestry.speciesValiant,false,5.0,
extrabees.species.black,Ebony,extrabees.species.rock,forestry.speciesValiant,false,5.0,
extrabees.species.white,Bleached,forestry.speciesWintry,forestry.speciesValiant,false,5.0,
extrabees.species.brown,Sepia,forestry.speciesMarshy,forestry.speciesValiant,false,5.0,
extrabees.species.orange,Amber,extrabees.species.red,extrabees.species.yellow,false,5.0,
extrabees.species.cyan,Turquoise,extrabees.species.green,extrabees.species.blue,false,5.0,
extrabees.species.purple,Indigo,extrabees.species.red,extrabees.species.blue,false,5.0,
extrabees.species.gray,Slate,extrabees.species.black,extrabees.species.white,false,5.0,
extrabees.species.lightblue,Azure,extrabees.species.blue,extrabees.species.white,false,5.0,
extrabees.species.pink,Lavender,extrabees.species.red,extrabees.species.white,false,5.0,
extrabees.species.limegreen,Lime,extrabees.species.green,extrabees.species.white,false,5.0,
extrabees.species.magenta,Fuchsia,extrabees.species.purple,extrabees.species.pink,false,5.0,
extrabees.species.lightgray,Ashen,extrabees.species.gray,extrabees.species.white,false,5.0,
extrabees.species.glowstone,Glowering,extrabees.species.tempered,extrabees.species.excited,false,5.0,
extrabees.species.hazardous,Hazardous,forestry.speciesAustere,extrabees.species.desolate,false,5.0,
extrabees.species.jaded,Jaded,forestry.speciesEnded,extrabees.species.relic,false,2.0,
extrabees.species.celebratory,Celebratory,forestry.speciesAustere,extrabees.species.excited,false,5.0,
extrabees.species.unusual,Abnormal,forestry.speciesSecluded,forestry.speciesEnded,false,5.0,
extrabees.species.spatial,Spatial,extrabees.species.unusual,forestry.speciesHermitic,false,5.0,
extrabees.species.quantum,Quantum,extrabees.species.spatial,forestry.speciesSpectral,false,5.0,
extrabees.species.mystical,Mystical,forestry.speciesNoble,forestry.speciesMonastic,false,5.0,
computronics.speciesScummy,Scummy,forestry.speciesArgrarian,forestry.speciesExotic,true,2.0,Can only occur during the night.|Is restricted to OCEAN-like environments.|Temperature between NORMAL and WARM.
computronics.speciesScummy,Scummy,forestry.speciesTipsy,forestry.speciesExotic,true,10.0,Can only occur during the night.
forestry.speciesCommon,Common,magicbees.speciesMystical,forestry.speciesForest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,forestry.speciesModest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,extrabees.species.rock,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,extrabees.species.water,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesMystical,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,Cultivated,magicbees.speciesMystical,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,Eldritch,magicbees.speciesMystical,forestry.speciesCultivated,false,12.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,forestry.speciesForest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,forestry.speciesModest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,extrabees.species.rock,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,extrabees.species.water,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesSorcerous,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,Cultivated,magicbees.speciesSorcerous,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,Eldritch,magicbees.speciesSorcerous,forestry.speciesCultivated,false,12.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,forestry.speciesForest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,forestry.speciesModest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,extrabees.species.rock,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,extrabees.species.water,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesUnusual,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,Cultivated,magicbees.speciesUnusual,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,Eldritch,magicbees.speciesUnusual,forestry.speciesCultivated,false,12.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,forestry.speciesForest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,forestry.speciesMeadows,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,forestry.speciesModest,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,forestry.speciesWintry,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,forestry.speciesTropical,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,forestry.speciesMarshy,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,extrabees.species.rock,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,extrabees.species.water,false,15.0,
forestry.speciesCommon,Common,magicbees.speciesAttuned,extrabees.species.basalt,false,15.0,
forestry.speciesCultivated,Cultivated,magicbees.speciesAttuned,forestry.speciesCommon,false,12.0,
magicbees.speciesEldritch,Eldritch,magicbees.speciesAttuned,forestry.speciesCultivated,false,12.0,
magicbees.speciesEsoteric,Esoteric,forestry.speciesCultivated,magicbees.speciesEldritch,false,10.0,
magicbees.speciesMysterious,Mysterious,magicbees.speciesEldritch,magicbees.speciesEsoteric,false,8.0,
magicbees.speciesArcane,Arcane,magicbees.speciesEsoteric,magicbees.speciesMysterious,false,8.0,
magicbees.speciesCharmed,Charmed,forestry.speciesCultivated,magicbees.speciesEldritch,false,10.0,
magicbees.speciesEnchanted,Enchanted,magicbees.speciesEldritch,magicbees.speciesCharmed,false,8.0,
magicbees.speciesSupernatural,Supernatural,magicbees.speciesCharmed,magicbees.speciesEnchanted,false,8.0,
magicbees.speciesEthereal,Ethereal,magicbees.speciesArcane,magicbees.speciesSupernatural,false,7.0,
magicbees.speciesWindy,Windy,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,Requires a foundation of Oak Leaves
magicbees.speciesWatery,Watery,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,Requires a foundation of Water
magicbees.speciesEarthen,Earthen,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,100.0,Requires a foundation of Bricks
magicbees.speciesFirey,Firey,magicbees.speciesSupernatural,magicbees.speciesEthereal,false,14.0,Requires a foundation of Lava
magicbees.speciesAware,Aware,magicbees.speciesEthereal,magicbees.speciesAttuned,false,10.0,
magicbees.speciesSpirit,Spirit,magicbees.speciesEthereal,magicbees.speciesAware,false,8.0,
magicbees.speciesSpirit,Spirit,magicbees.speciesAttuned,magicbees.speciesAware,false,8.0,
magicbees.speciesSoul,Soul,magicbees.speciesAware,magicbees.speciesSpirit,false,7.0,
magicbees.speciesPupil,Pupil,forestry.speciesMonastic,magicbees.speciesArcane,false,10.0,
magicbees.speciesScholarly,Scholarly,magicbees.speciesArcane,magicbees.speciesPupil,false,8.0,
magicbees.speciesSavant,Savant,magicbees.speciesPupil,magicbees.speciesScholarly,false,6.0,
magicbees.speciesTimely,Timely,forestry.speciesImperial,magicbees.speciesEthereal,false,8.0,
magicbees.speciesLordly,Lordly,forestry.speciesImperial,magicbees.speciesTimely,false,8.0,
magicbees.speciesDoctoral,Doctoral,magicbees.speciesTimely,magicbees.speciesLordly,false,7.0,
magicbees.speciesHateful,Hateful,magicbees.speciesInfernal,magicbees.speciesEldritch,false,9.0,Occurs within a Nether biome
magicbees.speciesSpiteful,Spiteful,magicbees.speciesInfernal,magicbees.speciesHateful,false,7.0,Occurs within a Nether biome
magicbees.speciesWithering,Withering,forestry.speciesDemonic,magicbees.speciesSpiteful,false,6.0,Occurs within a Nether biome
magicbees.speciesSkulking,Skulking,forestry.speciesModest,magicbees.speciesEldritch,false,12.0,
magicbees.speciesSpidery,Spidery,forestry.speciesTropical,magicbees.speciesSkulking,false,10.0,
magicbees.speciesGhastly,Ghastly,magicbees.speciesSkulking,magicbees.speciesEthereal,false,9.0,
magicbees.speciesSmouldering,Smouldering,magicbees.speciesSkulking,magicbees.speciesHateful,false,7.0,Occurs within a Nether biome
magicbees.speciesNameless,Nameless,magicbees.speciesEthereal,magicbees.speciesOblivion,false,10.0,
magicbees.speciesAbandoned,Abandoned,magicbees.speciesOblivion,magicbees.speciesNameless,false,8.0,
magicbees.speciesForlorn,Forlorn,magicbees.speciesNameless,magicbees.speciesAbandoned,false,6.0,
magicbees.speciesDraconic,Draconic,forestry.speciesImperial,magicbees.speciesAbandoned,false,6.0,Occurs within a End biome
magicbees.speciesMutable,Mutable,magicbees.speciesUnusual,magicbees.speciesEldritch,false,12.0,
magicbees.speciesTransmuting,Transmuting,magicbees.speciesUnusual,magicbees.speciesMutable,false,9.0,
magicbees.speciesCrumbling,Crumbling,magicbees.speciesUnusual,magicbees.speciesMutable,false,9.0,
magicbees.speciesInvisible,Invisible,magicbees.speciesMystical,magicbees.speciesMutable,false,15.0,
magicbees.speciesCopper,Cuprum,forestry.speciesIndustrious,forestry.speciesMeadows,false,12.0,Requires a foundation of Copper Block
magicbees.speciesTin,Stannum,forestry.speciesIndustrious,forestry.speciesForest,false,12.0,Requires a foundation of Tin Block
magicbees.speciesIron,Ferrous,forestry.speciesCommon,forestry.speciesIndustrious,false,12.0,Requires a foundation of Block of Iron
magicbees.speciesLead,Plumbum,magicbees.speciesTin,forestry.speciesCommon,false,10.0,Requires a foundation of Lead Block
magicbees.speciesSilver,Argentum,forestry.speciesImperial,forestry.speciesModest,false,8.0,Requires a foundation of Silver Block
magicbees.speciesGold,Auric,forestry.speciesImperial,magicbees.speciesLead,false,8.0,Requires a foundation of Block of Gold
magicbees.speciesAluminum,Aluminum,forestry.speciesIndustrious,forestry.speciesCultivated,false,10.0,Requires a foundation of Block of Aluminum
magicbees.speciesArdite,Ardite,forestry.speciesIndustrious,magicbees.speciesInfernal,false,9.0,Requires a foundation of Block of Ardite
magicbees.speciesCobalt,Cobalt,forestry.speciesImperial,magicbees.speciesInfernal,false,9.0,Requires a foundation of Block of Cobalt
magicbees.speciesManyullyn,Manyullyn,magicbees.speciesArdite,magicbees.speciesCobalt,false,9.0,Requires a foundation of Block of Manyullyn
magicbees.speciesDiamond,Diamandi,forestry.speciesAustere,magicbees.speciesGold,false,7.0,Requires a foundation of Block of Diamond
magicbees.speciesEmerald,Esmeraldi,forestry.speciesAustere,magicbees.speciesSilver,false,6.0,Requires a foundation of Block of Emerald
magicbees.speciesApatite,Apatine,forestry.speciesRural,magicbees.speciesCopper,false,12.0,Requires a foundation of Apatite Ore
magicbees.speciesTCAir,Aer,magicbees.speciesWindy,magicbees.speciesWindy,false,8.0,Requires a foundation of Air Crystal Cluster
magicbees.speciesTCFire,Ignis,magicbees.speciesFirey,magicbees.speciesFirey,false,8.0,Requires a foundation of Fire Crystal Cluster
magicbees.speciesTCWater,Aqua,magicbees.speciesWatery,magicbees.speciesWatery,false,8.0,Requires a foundation of Water Crystal Cluster
magicbees.speciesTCEarth,Solum,magicbees.speciesEarthen,magicbees.speciesEarthen,false,8.0,Requires a foundation of Earth Crystal Cluster
magicbees.speciesTCOrder,Ordered,magicbees.speciesEthereal,magicbees.speciesArcane,false,8.0,Requires a foundation of Order Crystal Cluster
magicbees.speciesTCChaos,Chaotic,magicbees.speciesEthereal,magicbees.speciesSupernatural,false,8.0,Requires a foundation of Entropy Crystal Cluster
magicbees.speciesTCBatty,Batty,magicbees.speciesSkulking,magicbees.speciesWindy,false,9.0,
magicbees.speciesTCBrainy,Brainy,magicbees.speciesSkulking,magicbees.speciesPupil,false,9.0,
magicbees.speciesTCChicken,Poultry,forestry.speciesCommon,magicbees.speciesSkulking,false,12.0,Occurs within a Forest biome
magicbees.speciesTCBeef,Beefy,forestry.speciesCommon,magicbees.speciesSkulking,false,12.0,Occurs within a Plains biome
magicbees.speciesTCPork,Porcine,forestry.speciesCommon,magicbees.speciesSkulking,false,12.0,Occurs within a Mountain biome
magicbees.speciesRSAFluxed,Fluxed,magicbees.speciesTEElectrum,magicbees.speciesTEDestabilized,false,10.0,Requires a foundation of Fluxed Electrum Block
magicbees.speciesTEBronze,Tinker,magicbees.speciesTin,magicbees.speciesCopper,false,12.0,Requires a foundation of Bronze Block
